cid	SMILES	Binding_Modes
07S	c1cc(cnc1)c2cnc(s2)Nc3cc(ccn3)N4CCN(CC4)CC(=O)N5CCOCC5	I
3RT	c1cc(n2c(c1)nc(n2)Nc3ccc4c(c3)[nH]nc4NC5CCOCC5)CC6CCOCC6	I
KFD	c1cc(nc(c1)C(=O)Nc2cc3c(cc2N4CCCCC4)oc(n3)N5CCOCC5)c6cc7cc[nH]c7nc6	I
D0A	c1cc(nc(c1)C(F)(F)F)c2nc3c(cc[nH]3)c(n2)Nc4ccncc4F	I
5E6	c1cc(nc(c1)NC2CCCC(C2)N)c3c4cc(ncc4[nH]n3)c5cccnc5	I
3U6	c1cc(nc(c1)NC2CCCC2)c3c[nH]c4c3cc(cc4)c5nnc(s5)N	I
5VC	c1cc(nc(c1)Nc2nccs2)CC3(CCC(CC3)Oc4cccc(c4F)Cl)C(=O)O	I
24V	c1cc(ncc1N2CCNCC2)Nc3ncc4c5ccncc5n(c4n3)C6CCCC6	I
ODH	c1cc(oc1)CNC(=O)c2ccc3c(c2)nccn3	I
H8K	c1cc-2c(cc1CNC3CCC(CC3)O)Cc4c2n[nH]c4c5ccoc5	I
3A3	c1cc-2c(cc1OCC(=O)O)C(=NO)c3c2ccc(c3)OCC(=O)O	I
SM7	c1cc-2c(cc1c3cn(nc3c4ccncc4)C5CCNCC5)Cc6c2n[nH]c6	I
FPH	c1cc2c(c(c(n2O)c3ccncc3)c4ccc(cc4)F)nc1	I
IRB	c1cc2c(c(c1)Br)NC(=O)C2=C3C(=NO)c4cc(ccc4N3)C(=O)O	I
FP4	c1cc2c(c(c1)Nc3c4ccncc4oc3c5ncccn5)c(n[nH]2)CCCO	I
34L	c1cc2c(c3c1ncs3)C(=Cc4cnc[nH]4)C(=O)N2	I
IQ6	c1cc2c(c[nH]c2nc1)c3cc(nc(c3)Cl)NC4CCCCC4	I
9HP	c1cc2c(cc(cn2)c3ccc(cc3)O)c4c1ccnc4	I
01I	c1cc2c(cc(o2)C(=O)O)c3c1cc4cc(oc4c3)C(=O)O	I
14I	c1cc2c(cc(o2)C(=O)O)c3c1ccc4c3cc(o4)C(=O)O	I
T28	c1cc2c(cc1Br)c-3c([nH]2)CCCc4c3nc(nc4)N	I
4L7	c1cc2c(cc1C3CNCC3C(=O)c4ccc(s4)Br)nc[nH]c2=O	I
QYT	c1cc2c(cc1C=C3C(=O)NC(=O)S3)nccn2	I
HK8	c1cc2c(cc1CC(=O)O)NC(=O)c3ccc(cc3N2)Cl	I
422	c1cc2c(cc1CN3CCC(CC3)CN)cc([nH]2)c4c5ccc(cc5[nH]n4)C#N	I
710	c1cc2c(cc1CN3CCCCC3)cc([nH]2)c4c5ccc(cc5[nH]n4)c6c(n[nH]n6)CO	I
306	c1cc2c(cc1CN3CCCCC3)cc([nH]2)c4cc5cc(ccc5[nH]c4=O)c6c[nH]nc6	I
L0G;L0I	c1cc2c(cc1CN3CCOCC3)[nH]c(n2)c4c(c[nH]n4)NC(=O)NC5CC5	I
E28	c1cc2c(cc1CNC(=O)c3cc(c[nH]3)c4c(cn[nH]4)c5ccc(c(c5)C(F)(F)F)CN)CCO2	I
A25	c1cc2c(cc1Cl)NC(=O)Nc3cncc(n3)OCCCCCO2	I
LYG	c1cc2c(cc1Cl)c3c(s2)c(=O)[nH]c(n3)CN4CCC(C4)O	I
J72	c1cc2c(cc1F)C(=NO)C(=O)N2Cc3cc(cc4c3OCOC4)F	I
7O3	c1cc2c(cc1NC(=O)CCl)ncnc2Nc3cc(ccc3Cl)O	I
EU2	c1cc2c(cc1c3c(cnc(n3)NC4CCOCC4)Cl)C(=O)NC2	I
HB4	c1cc2c(cc1c3c4cc[nH]c4ncn3)C(CC2)NC=N	I
B6N	c1cc2c(cc1c3c[nH]nc3)c4c(ccc(=O)n4c5ccc(cc5C(F)(F)F)F)cn2	I
3Q1	c1cc2c(cc1c3cc(nc(n3)N)N4CCOCC4)[nH]nc2N	I
LXX	c1cc2c(cc1c3cc4cn[nH]c4nc3)c(ccn2)c5ccncc5	I
SM5	c1cc2c(cc1c3cn(nc3c4ccncc4)C5CCNCC5)CCC2=NO	I
29L	c1cc2c(cc1c3cn(nc3c4ccncc4)CCO)CCC2=NO	I
UNQ	c1cc2c(cc1c3cncc(n3)NC4CCC(CC4)N)cc(o2)C(=O)O	I
05B	c1cc2c(cc1c3nccc(n3)c4cc5c([nH]4)C6(CCNCC6)CNC5=O)OCO2	I
3B3	c1cc2c(ccc(c2nc1)NCC(CN)O)[N+](=O)[O-]	I
HFS	c1cc2c(ccnc2O)c(c1)S(=O)(=O)N3CCCNCC3	I
4DN	c1cc2c(cn[nH]2)c(c1)N(CCCO)c3ccnc(n3)Nc4ccc5c(c4)S(=O)(=O)NC5	I
4DL	c1cc2c(cn[nH]2)c(c1)N(CCO)c3ccnc(n3)Nc4ccc5c(c4)S(=O)(=O)NC5	I
5BP	c1cc2c(cnn2nc1)c3ccnc(n3)NC4CC4	I
XXK	c1cc2c3c(c(nc(n3)c4cc(cc(c4)O)N)N5CCOCC5)oc2nc1	I
4E3	c1cc2c3c(c4cc(ccc4nc3C(=O)O)I)[nH]c2c(c1)Br	I
4E2	c1cc2c3c(c4cc(ccc4nc3C(=O)O)I)[nH]c2c(c1)Cl	I
YIR	c1cc2cc([nH]c2c(c1)[N+](=O)[O-])C(=O)Nc3ccc4c(c3)CCCC4=NNC(=N)N	I
FNI	c1cc2cc(ccc2c(c1)O)Nc3c4ccncc4oc3C(=O)Nc5ccncn5	I
NR9;1RO	c1cc2cc(ccc2nc1)C=C3C(=O)N=C(S3)NCc4cccs4	I
3YX	c1cc2cc[nH]c2c(c1)Nc3c(nnc(n3)NC4CCCCC4N)C(=O)N	I
2X6	c1cc2cc[nH]c2c(c1)Nc3c4c(cc(n3)NC5CCCCC5N)nc[nH]c4=O	I
M77	c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3	I
IQU	c1cc2cnccc2c(c1)S(=O)(=O)NCCN	I
IQB	c1cc2cnccc2c(c1)S(=O)(=O)NCCNCC=Cc3ccc(cc3)Br	I
I5S	c1cc2cnccc2c(c1)S(=O)(=O)NCCNCCOCc3ccc(cc3)Cl	I
ATK	c1cc2cnn(c2cc1NC3CCCC3)c4cncc(n4)n5ccc(c5)CC(=O)O	I
NHU	c1ccc(c(c1)C(=O)N)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)N	I
859	c1ccc(c(c1)C(=O)N)Nc2ccnc(n2)Nc3cccc(c3)O	I
738	c1ccc(c(c1)C(=O)Nc2c(c3c(s2)CCCC3)C#N)F	I
37J	c1ccc(c(c1)C(=O)Nc2nc(cs2)C(=O)Nc3[nH]c4cc(ccc4n3)C(F)(F)F)OC(F)(F)F	I
386	c1ccc(c(c1)C(=O)Nc2nc(cs2)C(=O)Nc3[nH]c4cc5c(cc4n3)OC(O5)(F)F)OC(F)(F)F	I
4KH	c1ccc(c(c1)C(=O)Nc2nc(cs2)c3ccncc3)F	I
0C9	c1ccc(c(c1)C(=O)O)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O	I
0C3	c1ccc(c(c1)C(F)(F)F)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O	I
3S1	c1ccc(c(c1)CO)c2ccc3c(c2)cc[nH]c3=O	I
Z20	c1ccc(c(c1)N=C2NC(=O)C(=Cc3ccc(c(c3)[N+](=O)[O-])O)S2)Cl	I
3NL	c1ccc(c(c1)NC(=O)Nc2cnn(c2)c3cccc(c3)C(=O)Nc4cnn(c4)C5CCNC5)Cl	I
09H	c1ccc(c(c1)NC(=O)c2csc(n2)c3ccc4c(c3)CCO4)N5CCNCC5	I
0C8	c1ccc(c(c1)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O)OC(F)(F)F	I
79O	c1ccc(c(c1)c2[nH]c(=O)c3c(n2)c4cc(ccc4o3)Br)Cl	I
UGJ	c1ccc(c(c1)c2c(c(nc3c2c(c(s3)C#N)N)N)C#N)Cl	I
F10	c1ccc(c(c1)c2cc(ccn2)c3cc4c([nH]3)CCNC4=O)F	I
770	c1ccc(c(c1)c2cc3c(c4cc(ccc4[nH]3)NC=O)c5c2C(=O)NC5=O)Cl	I
1OC	c1ccc(c(c1)c2cc3c(c[nH]c3nc2)NC(=O)c4cnn5c4nc(cc5)NCC6CCNCC6F)F	I
3XL	c1ccc(c(c1)c2cc3c4cc(ncc4[nH]c3nc2)C#N)O	I
HK7	c1ccc(c(c1)c2ccc3c(c2)Nc4ccccc4NC3=O)C(=O)N	I
6BB	c1ccc(c(c1)n2cc(cn2)c3ccncc3OCC4CCNCC4)F	I
D15	c1ccc(cc1)C(=O)Nc2c3cc(ccc3[nH]n2)NC(=O)C(CCN)c4cccc(c4)Cl	I
2SB	c1ccc(cc1)C(C(=O)NN=Cc2ccc(c(c2)Br)O)N	I
4SB	c1ccc(cc1)C(CCN)C(=O)NN=Cc2ccc(c(c2)Br)O	I
676	c1ccc(cc1)C(CN)NC(=O)CC2CNC(=O)c3n2cc(c3)c4ccnc(c4)F	I
G95	c1ccc(cc1)C(CN)NC(=O)c2ccc(s2)c3ccnc4c3cc[nH]4	I
ESK	c1ccc(cc1)C(CO)NC(=O)CN2Cc3ccc(cc3C2=O)c4c(cnc(n4)NC5CCOCC5)Cl	I
EK4	c1ccc(cc1)C(CO)NC(=O)c2cc(c[nH]2)c3c(cn[nH]3)c4cccc(c4)C(F)(F)F	I
9EO	c1ccc(cc1)C(CO)NC(=O)c2ccc3c(c2)C(=C(c4ccccc4)c5[nH]ccn5)C(=O)N3	I
J67	c1ccc(cc1)C=Cc2cccc3c2C(=NO)C(=O)N3Cc4cc(cc5c4OCOC5)F	I
1PH	c1ccc(cc1)CC(=O)Nc2ccc3c(c2)c([nH]n3)c4cccc(c4)S(=O)(=O)N	I
C58	c1ccc(cc1)CC(CNc2c3c4c(sc3nc(n2)c5ccncc5)CCCC4)N	I
36Q	c1ccc(cc1)CC(CO)Nc2c3c([nH]cn3)ncn2	I
B5W	c1ccc(cc1)CCCNCc2ccc(c(c2)Cl)c3ccccc3	I
0HD	c1ccc(cc1)CCNC(=O)Nc2ccc3c(c2)cn[nH]3	I
GUB	c1ccc(cc1)CCNc2c3c(ncn2)n(cn3)C4C(C(C(O4)CO)O)O	I
A9U	c1ccc(cc1)CN2CCC(CC2)COc3ccc(cc3)c4[nH]c5cc(ccc5n4)C(=O)N	I
0NV	c1ccc(cc1)CN2CCC(CC2)n3cnc4c3c5cc[nH]c5nc4	I
8X5	c1ccc(cc1)CN2CCc3c(cc([nH]3)c4ccnc(n4)NC5CCOCC5)C2=O	I
33A	c1ccc(cc1)CNC(=O)c2cc(c[nH]2)c3c(c[nH]n3)c4cccc(c4)Cl	I
8PV	c1ccc(cc1)CNC(=O)c2cccc(c2)NCc3[nH]c(nn3)c4ccncc4	I
84X	c1ccc(cc1)CNc2cc(cc(c2)O)c3nc4ccoc4c(n3)N5CCOCC5	I
9YY	c1ccc(cc1)CNc2cc(ncc2C(=O)N)Nc3ccc4c(c3)CC(=O)N4	I
1QO	c1ccc(cc1)CNc2nccc(n2)c3cccnc3	I
5PB	c1ccc(cc1)COc2ccc(cc2)n3c(=O)[nH]nc3SCC(=O)c4ccc(cc4)Cl	I
35W	c1ccc(cc1)Cn2cc(cn2)c3c[nH]c4c3nc(cn4)c5ccncc5	I
3RC	c1ccc(cc1)Cn2cc(nn2)c3c[nH]c4c3cccn4	I
4V8	c1ccc(cc1)Cn2ccc(cc2=O)N3CCc4c(c([nH]n4)c5ccncc5)C3	I
E8D	c1ccc(cc1)N2CC(=O)Nc3c2nc(nc3)Nc4cc(c(c(c4)F)O)F	I
3Q3	c1ccc(cc1)NC(=O)C2CN(CCO2)c3cc(nc(n3)N)c4ccc5c(c4)[nH]nc5N	I
0W7	c1ccc(cc1)NC(=O)Cc2[nH]c(=O)cc(n2)N3CCOCC3	I
L0E	c1ccc(cc1)NC(=O)Nc2c[nH]nc2c3[nH]c4ccc(cc4n3)CN5CCOCC5	I
YPH	c1ccc(cc1)NC(=O)Nc2ccc(cc2)CCNc3c4cc(oc4ncn3)c5ccc(cc5)OCCN6CCC(CC6)O	I
3I7	c1ccc(cc1)NC(=O)c2ccc(cc2OCCCN)c3c[nH]nc3	I
3RA	c1ccc(cc1)NC2=NC(=O)C(=N2)Cc3ccc4c(c3)OCO4	I
4HW	c1ccc(cc1)Nc2cc(ncn2)n3c(nc(n3)Nc4ccccc4)N	I
E63	c1ccc(cc1)Nc2cnc(nc2Nc3cc(n[nH]3)C4CC4)Nc5ccc6c(c5)[nH][nH]c6=O	I
2A6	c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3	I
CKG	c1ccc(cc1)Nc2ncc3c(n2)-c4c(c(nn4CC5CCNCC5)C(=O)N)CC3	I
1G0	c1ccc(cc1)Oc2ccc(cc2)c3c4c(nccn4c(n3)C5CC(C5)O)N	I
3EL	c1ccc(cc1)S(=O)(=O)Nc2ccc(c3c2cccc3)Oc4c(cccn4)c5ccnc(n5)NC6CCC(CC6)N	I
FRZ	c1ccc(cc1)c2c(c3ccccn3n2)c4cc5c(n[nH]c5nn4)N	I
DF2	c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCC(CO)O	I
DFZ	c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCCO	I
5O4	c1ccc(cc1)c2c3c(ccnc3c4ccoc4)n[nH]2	I
547	c1ccc(cc1)c2c3c(ccnc3oc2c4ccccc4)NCCN5CCNCC5	I
KJQ	c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NC(CO)c5ccccc5	I
DFW	c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCC(=O)O	I
979	c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCN5CCNCC5	I
PFQ	c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO	I
AKI	c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCc5ccc(cc5)NC(=O)Nc6ccccc6	I
E6W	c1ccc(cc1)c2c3ccc4c(c3[nH]c2Br)C(=O)N=C4	I
VX3	c1ccc(cc1)c2c3cccc(c3[nH]c2c4ccccc4)C(=O)O	I
G4Y	c1ccc(cc1)c2c[nH]c3c2c(ncn3)c4ccc5c(c4)C(CC5)NC=N	I
VRV	c1ccc(cc1)c2cc([nH]c(=O)c2C#N)c3cc(ccc3O)Br	I
CFK	c1ccc(cc1)c2cc(c(s2)C(=O)N)NC(=O)N	I
YDK	c1ccc(cc1)c2cc(c(s2)NC(=O)N)C(=O)NC3CCCNC3	I
H6K	c1ccc(cc1)c2cc(n[nH]2)NC(=O)Nc3cnc(cn3)C#N	I
839	c1ccc(cc1)c2cc3c(c4cc(ccc4n3CCC(=O)O)O)c5c2C(=O)NC5=O	I
D4Z	c1ccc(cc1)c2cc3c(ccc(c3[nH]2)C(=O)N)NC4CCCNC4	I
6DA	c1ccc(cc1)c2cc3c(cn2)ncc4c3n(cn4)c5ccc6c(c5)sc(n6)NCCN7CCOCC7	I
8R4	c1ccc(cc1)c2cc3c(coc3nc2)c4ccc(c(c4)C5CCCC5)C(=O)O	I
3D9	c1ccc(cc1)c2cc3c(ncnn3c2)Nc4ccncc4	I
54S	c1ccc(cc1)c2ccc(cc2Cl)CNCCC(=O)NCCC(=O)Nc3cccc(c3)C(=O)O	I
C98	c1ccc(cc1)c2ccc(cc2Cl)CNCCCNC(=O)CC(=O)Nc3cccc(c3)C(=O)O	I
AWN	c1ccc(cc1)c2ccc(cc2Cl)CNCCc3[nH]c4ccccc4n3	I
AVK	c1ccc(cc1)c2ccc(cc2Cl)CNCCc3[nH]ccn3	I
J88	c1ccc(cc1)c2cccc3c2C(=NO)C(=O)N3Cc4cc(cc5c4OCOC5)F	I
LY2	c1ccc(cc1)c2cccc3c2oc(cc3=O)N4CCOCC4	I
0C0	c1ccc(cc1)c2ccccc2Nc3ccnc(n3)Nc4ccc(cc4)C(=O)O	I
3UP	c1ccc(cc1)c2ccncc2NC(=O)c3ccnc(c3)NC(=O)C4CC4	I
KSF	c1ccc(cc1)c2cnc(c3n2cnc3)Nc4ccccc4Cl	I
ZY6	c1ccc(cc1)c2cnc3c(c2N4CCOC(C4)CN)cn[nH]3	I
4UB	c1ccc(cc1)c2cnc3n2cc(nc3)c4c[nH]nc4	I
T20	c1ccc(cc1)n2c3ccc(cc3nc2NC(=O)c4cccc(c4)N(=O)=O)CN5CCCCC5	I
ATU	c1ccc2c(c1)-c3c(c4cc(ccc4[nH]3)[N+](=O)[O-])CC(=O)N2	I
E91	c1ccc2c(c1)-c3ccccc3C2=NN=Cc4ccc(cc4)C(=O)O	I
3KC	c1ccc2c(c1)-c3ccnc4c3c(c[nH]4)C(=N2)c5ccc(cc5Cl)O	I
JZH	c1ccc2c(c1)-c3ccnc4c3c(c[nH]4)C(C(=O)N2)c5ccc(cc5)O	I
IXM	c1ccc2c(c1)C(=C3C(=NO)c4ccccc4N3)C(=O)N2	I
BRW	c1ccc2c(c1)C(=NO)C(=C3c4ccc(cc4NC3=O)Br)N2	I
INR	c1ccc2c(c1)C(=O)C(=C3c4cc(ccc4NC3=O)S(=O)(=O)O)N2	I
91L	c1ccc2c(c1)C(=O)c3c(cc(c(c3C2=O)N)C(=O)O)O	I
91X	c1ccc2c(c1)C(=O)c3ccc(cc3S2(=O)=O)c4[nH]nnn4	I
34I	c1ccc2c(c1)CCC(=O)N2CC(=O)Nc3c(c(cs3)C#N)c4[nH]ncn4	I
8UB	c1ccc2c(c1)[nH]c(=O)c(n2)C=Cc3cccs3	I
FZ8	c1ccc2c(c1)[nH]c(n2)C3CCN(CC3)c4c5cn[nH]c5ncn4	I
12C	c1ccc2c(c1)[nH]c(n2)c3c(c4cc(ccc4[nH]c3=O)Cl)NC5CN6CCC5CC6	I
66P	c1ccc2c(c1)[nH]c(n2)c3c(cc[nH]c3=O)NC4CCC(CC4)N	I
4QV	c1ccc2c(c1)[nH]c(n2)n3c4ccc(cc4[nH]c3=O)O	I
F76	c1ccc2c(c1)c(c3c(n2)CCCCC3)C(=O)OCC(=O)Nc4ccc(cc4)S(=O)(=O)N	I
PJC	c1ccc2c(c1)c(c[nH]2)C3=C(C(=O)NC3=O)c4c(cnc(n4)N5CCC(=O)CC5)C(F)(F)F	I
BI3	c1ccc2c(c1)c(c[nH]2)C3=C(C(=O)NC3=O)c4cn(c5c4cccc5)CCCN	I
FZ9	c1ccc2c(c1)c(c[nH]2)C3=CCN(CC3)c4c5cn[nH]c5ncn4	I
Q18	c1ccc2c(c1)c(c[nH]2)C=C3C(=O)c4ccc(c(c4O3)CN5CCCCCC5)O	I
A53	c1ccc2c(c1)c(c[nH]2)CC(COc3cc(cnc3)c4ccc5c(c4)C(=Cc6ccc[nH]6)C(=O)N5)N	I
I5R	c1ccc2c(c1)c(c[nH]2)CC3C(=O)Nc4c(cccn4)N3	I
499	c1ccc2c(c1)c(c[nH]2)c3cc4c(c[nH]c4nc3)c5nnc(o5)N	I
YVQ	c1ccc2c(c1)c(c[nH]2)c3cnc4n3cc(nc4)c5c[nH]nc5	I
PY1	c1ccc2c(c1)c(ccn2)c3c[nH]nc3c4ccccn4	I
IR2	c1ccc2c(c1)c(ccn2)c3ccc4c(c3)c(=O)n(cn4)c5ccc(cc5)N6CCOCC6	I
LDN	c1ccc2c(c1)c(ccn2)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6	I
3RF	c1ccc2c(c1)c(nc(n2)Nc3ccc(cc3)N)Nc4cc([nH]n4)C5CC5	I
3RJ	c1ccc2c(c1)c(nc(n2)Nc3ccc4c(c3)[nH]cn4)Nc5cc([nH]n5)C6CCC6	I
LWH	c1ccc2c(c1)c(nc(n2)c3cc(ccc3O)c4ccn[nH]4)NC5CCNC5	I
B4W	c1ccc2c(c1)c(nc(n2)c3ccccc3O)NC4CCNC4	I
Q17	c1ccc2c(c1)c(nc(n2)c3ccccc3O)NCCCN	I
4E1	c1ccc2c(c1)c3c(c4cccc(c4[nH]3)I)c(n2)C(=O)O	I
UCM	c1ccc2c(c1)c3c4c(c5c6ccccc6n7c5c3n2C8CCC7O8)C(=O)NC4=O	I
373	c1ccc2c(c1)cc(c(=O)[nH]2)c3cc4cc(ccc4[nH]3)CN5CCC(CC5)CN	I
3U5	c1ccc2c(c1)cc(cn2)c3c4cc(ccc4n[nH]3)c5cnc(s5)N	I
CD2	c1ccc2c(c1)cc(cn2)c3cc(ccn3)c4cc(n(n4)CCN)C(=O)O	I
P4O	c1ccc2c(c1)cc(cn2)c3cc(ccn3)c4cc5c([nH]4)CCNC5=O	I
MK2	c1ccc2c(c1)cc(o2)c3cc(cc4c3[nH]nc4)Nc5ccnc(n5)N	I
C0M	c1ccc2c(c1)cccc2C(=O)Nc3c(c4c(s3)CN(CC4)C(=O)CCN5CCCCC5)C#N	I
1AO	c1ccc2c(c1)cnn2c3nc(cs3)C(=O)Nc4ccccc4N5CCNCC5	I
QAQ	c1ccc2c(c1)nc(n2c3ncnc(n3)NCC#N)Nc4cccc(c4)O	I
JN5	c1ccc2c(c1)nc(s2)C(C#N)c3ccnc(n3)NCCc4cccnc4	I
4S2	c1ccc2c(c1)nc(s2)c3c(=O)[nH]c(nc3NC4CC(C(C4O)O)CO)NC5CC5	I
4S3	c1ccc2c(c1)nc(s2)c3c(=O)[nH]c(nc3NC4CCCNC4)N5CCOCC5	I
Z3R	c1ccc2c(c1)nc(s2)c3cc(sc3)S(=O)(=O)N	I
609	c1ccc2c(c1)nc3n2c(=O)c4cccc5c4c3ccc5C(=O)O	I
292	c1ccc2cc(ccc2c1)CC(=O)Nc3cc([nH]n3)C4CC4	I
26L	c1ccc2cc(ccc2c1)c3cnn4c3nc(cc4)NC5CCCCC5N	I
1RQ	c1ccc2cc(ccc2c1)c3nc4ccc(cc4n3c5ccnc(n5)NC6CCCN(C6)C(=O)C7CC7)O	I
589	c1ccc2cc(ccc2c1)n3c(nn(c3=O)C4CCOCC4)c5ccnc(c5)NC6CCCCC6	I
H4K	c1ccc2cnc(cc2c1)NC(=O)Nc3cnc(cn3)C#N	I
RXZ	c1ccnc(c1)CN2CCN(CC2)c3ccc(cc3NC(=O)c4ccc(o4)c5ccncc5)C(F)(F)F	I
Q6W	c1ccnc(c1)CNC(=O)CCc2ccc3ccc4c(cc(cn4)c5cnn(c5)C6CCNCC6)c(=O)c3c2	I
8DJ	c1ccnc(c1)CNC(=O)c2cc(ccc2F)C3CCNCC3COc4ccc5c(c4)OCO5	I
AFV	c1ccnc(c1)CNC(=O)c2cc(ccc2F)C3CCNCC3COc4ccc5c(c4)cn[nH]5	I
6BJ	c1ccnc(c1)CNC(=O)c2ccc(cc2)n3cc(cn3)c4ccncc4	I
1JC	c1ccnc(c1)CNS(=O)(=O)Cc2ccc3ccc4c(cc(cn4)c5cnn(c5)C6CCNCC6)c(=O)c3c2	I
4V9	c1ccnc(c1)N2CCc3c(c([nH]n3)c4ccc(cc4)F)C2	I
734	c1ccnc(c1)NC(c2ccco2)c3cc(c4cccnc4c3O)Cl	I
107	c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)NC=C3c4c(ccc5c4scn5)NC3=O	I
085	c1ccnc(c1)c2c([nH]c(n2)c3ccc(cc3)C(=O)N)c4ccc5c(c4)OCO5	I
3FV	c1ccnc(c1)c2c(c[nH]n2)NC(=O)c3c(cn(n3)C4CCNCC4)Cl	I
B4E	c1cn2c3c(cn2)-c4cc(cc(c4)Cl)OCCOCCNc1n3	I
2WE	c1cnc(cc1C2=NC(=O)C(=[S+]2)C(=O)N)NC(=O)C3CC3	I
S25	c1cnc(cc1N2CCOCC2)Nc3ncc(s3)c4cc(cnc4)C(=O)NCCN	I
0X6	c1cnc(cc1NC(=O)c2c(cc(cc2Cl)C#N)Cl)NC(=O)C3CC3	I
0XP	c1cnc(cc1NC(=O)c2c(cc(cc2Cl)C#N)Cl)NC(=O)C3CC3F	I
ZUQ	c1cnc(cc1Nc2c(cnc3c2OCO3)Cl)NC(=O)C4CC4	I
VAR	c1cnc(n2c1c(c3c2nccc3O)c4ccnc(n4)N)N	I
FP3	c1cnc(nc1)c2c(c3ccncc3o2)Nc4ccc(c(c4)O)Cl	I
38Z	c1cnc(nc1)c2ccc(cc2)N3CCN(CC3)C(=O)CN4CCC(C4)C(=O)Nc5ccc6c(c5)c([nH]n6)c7ccncc7	I
F0E	c1cnc(nc1)c2ccc(cc2)N3CCN(CC3)C(=O)CN4CCC(C4)C(=O)Nc5ccc6c(c5)c(n[nH]6)c7ccnc(c7)C(=O)NCCCNC(=O)OC8CCCCCCC8	I
F3Z	c1cnc(nc1)c2ccc(cc2)N3CCN(CC3)C(=O)CN4CCC(C4)C(=O)Nc5ccc6c(c5)c(n[nH]6)c7ccncc7	I
553	c1cnc(nc1c2cc3c([nH]2)C(CNC3=O)CCF)N	I
8QB	c1cnc(nc1c2cc3n(c2)CCNC3=O)NC4CCOCC4	I
AQ5	c1cnc2c(c1N3CCCC4(C3)CCCCN4)c(c[nH]2)c5ccncn5	I
AQE	c1cnc2c(c1N3CCCC4(C3)CCCCN4)c(c[nH]2)c5nccs5	I
2HW	c1cncc(c1N2CCCC(C2)N)NC(=O)c3c(nccn3)N	I
FG9	c1cncc2c1c(c3c(c2)cnc(n3)NCCCN4CCOCC4)N	I
YM6	c1cncc2c1c3c([nH]2)ncnc3N4CCOC(C4)CN	I
85A	c1cnccc1CNc2cc3c(cc2Cl)NC(=O)Nc4cnc(c(n4)OCCCCCO3)C#N	I
6G2	c1cnccc1COc2cc(cnc2N)c3cnc(s3)C4CCNCC4	I
3DC	c1cnccc1Nc2c3cc(cn3ncn2)c4c[nH]nc4	I
ZRL	c1cnccc1c2cc3c(s2)c(c[nH]c3=O)Br	I
YRZ	c1cnn2c1nc(c3c2NCC3)NC4CCCNC4	I
84R	c1csc2c1nc(nc2N3CCOCC3)c4cc(cc(c4)O)N	I
3GU	c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CO)O)O)NC4CCCC4	I
CJQ	c1nc(c2c3c(sc2n1)CCC3CC(=O)N)OC4CCC(CC4)N5CCOCC5	I
B0K	c1nc2c(n1CCCN)c(c(c(c2Br)Br)Br)Br	I
GW7	C#Cc1cc2c(s1)c(ncn2)Nc3ccc(c(c3)Cl)OCc4cccc(c4)F	I1/2
MRA	C#Cc1ccc(c(c1)F)Nc2c(ccc(c2F)F)C(=O)NOCCO	I1/2
NW1	C1CCC(CC1)COc2c(c(nc(n2)N)N)N=O	I1/2
1E8	C=CC(=O)N1CCCC(C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N	I1/2
GJA	C=CC(=O)NC1CCN(C1)c2ccc(c(n2)Oc3ccc(cc3)Oc4ccccc4)C(=O)N	I1/2
Z60	C=CCNc1nc(c(s1)C(=O)c2ccc(s2)Cl)N	I1/2
Z31	C=CCNc1nc(c(s1)C(=O)c2ccc3ccccc3c2)N	I1/2
Z62	C=CCNc1nc(c(s1)C(=O)c2cccc(c2)[N+](=O)[O-])N	I1/2
X02	C=CCNc1nc(c(s1)C(=O)c2ccccc2)N	I1/2
50Z	C=CCNc1nc(c(s1)C(=O)c2ccccn2)N	I1/2
X35	C=CCNc1nc(c(s1)C(=O)c2cccnc2)N	I1/2
Z63	C=CCNc1nc(c(s1)C(=O)c2ccncc2)N	I1/2
C96	CC(=C1C(=O)NC(=N)S1)c2ccc(o2)c3ccc(cc3)S(=O)(=O)N	I1/2
L2G	CC(=O)N1CCN(CC1)C2CCC(CC2)n3c4c(c(n3)c5ccc(c(c5)OC)NC(=O)c6cc7ccccc7n6C)c(ncn4)N	I1/2
